Process Log - Created at 2025-03-19 21:40:07.464154

=== Process List at 2025-03-19 21:40:07.464487 ===
PID: 0, Name: System Idle Process, Path: None
PID: 3660, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 3700, Name: spoolsv.exe, Path: C:\Windows\System32\spoolsv.exe
PID: 3708, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 3764, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 3856, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 3900, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 3920, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 4008, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 4180, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 4244, Name: conhost.exe, Path: C:\Windows\System32\conhost.exe
PID: 4304, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 4312, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 4324, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 4332, Name: FMService64.exe, Path: C:\Windows\System32\FMService64.exe
PID: 4344, Name: DAX3API.exe, Path: C:\Windows\System32\DriverStore\FileRepository\dax3_swc_aposvc.inf_amd64_91e825316dd5b8b9\DAX3API.exe
PID: 4376, Name: ipfsvc.exe, Path: C:\Windows\System32\DriverStore\FileRepository\dtt_sw.inf_amd64_a56d66a9d40a4cb2\ipfsvc.exe
PID: 4420, Name: GooglePlayGamesServices.exe, Path: C:\Program Files\Google\Play Games Services\25.3.177.0\Service\GooglePlayGamesServices.exe
PID: 4436, Name: OfficeClickToRun.exe, Path: C:\Program Files\Common Files\microsoft shared\ClickToRun\OfficeClickToRun.exe
PID: 4564, Name: WmiApSrv.exe, Path: C:\Windows\System32\wbem\WmiApSrv.exe
PID: 4572, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 4696, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 4724, Name: IntelAudioService.exe, Path: C:\Windows\System32\DriverStore\FileRepository\intcoed.inf_amd64_6fa60c4b09f4675e\AS\IAS\IntelAudioService.exe
PID: 4744, Name: LsaRpcServer.exe, Path: C:\Program Files\Lenovo\Lenovo Smart Appearance Components\Components\IntelligentSensingAwareService\LsaRpcServer.exe
PID: 4780, Name: RtkBtManServ.exe, Path: C:\Windows\RtkBtManServ.exe
PID: 4788, Name: SmartAppearanceSVC.exe, Path: C:\Program Files\Lenovo\Lenovo Smart Appearance Components\Components\SmartAppearanceAIService\SmartAppearanceSVC.exe
PID: 4796, Name: nessus-service.exe, Path: C:\Program Files\Tenable\Nessus\nessus-service.exe
PID: 4804, Name: UDClientService.exe, Path: C:\Windows\System32\drivers\Lenovo\udc\Service\UDClientService.exe
PID: 4812, Name: vmnetdhcp.exe, Path: C:\Windows\SysWOW64\vmnetdhcp.exe
PID: 4824, Name: vmnat.exe, Path: C:\Windows\SysWOW64\vmnat.exe
PID: 4844, Name: SenaryAudioApp.Svc.exe, Path: C:\Windows\System32\DriverStore\FileRepository\audioservice.inf_amd64_2813fd7acd24ff06\SenaryAudioApp.Svc.exe
PID: 4856, Name: ipf_uf.exe, Path: C:\Windows\System32\DriverStore\FileRepository\ipf_cpu.inf_amd64_7b0f1310c58d1db9\ipf_uf.exe
PID: 4860, Name: jhi_service.exe, Path: C:\Windows\System32\DriverStore\FileRepository\dal.inf_amd64_8a3f88e34f6b8385\jhi_service.exe
PID: 4872, Name: LenovoUtilityService.exe, Path: C:\Windows\System32\DriverStore\FileRepository\lenovofnandfunctionkeys.inf_amd64_835bd694f1ef7154\LenovoUtilityService.exe
PID: 4884, Name: wazuh-agent.exe, Path: C:\Program Files (x86)\ossec-agent\wazuh-agent.exe
PID: 4900, Name: wslservice.exe, Path: C:\Program Files\WSL\wslservice.exe
PID: 4912, Name: mongod.exe, Path: C:\Program Files\MongoDB\Server\8.0\bin\mongod.exe
PID: 4920, Name: SmartSense.exe, Path: C:\Windows\System32\DriverStore\FileRepository\lnvsst.inf_amd64_f352f4254b85e733\SmartSense.exe
PID: 4940, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 4956, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 4976, Name: Docker Desktop.exe, Path: C:\Program Files\Docker\Docker\frontend\Docker Desktop.exe
PID: 4980, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 4988, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 5024, Name: Lenovo.Modern.ImController.exe, Path: C:\Windows\Lenovo\ImController\Service\Lenovo.Modern.ImController.exe
PID: 5204, Name: OneApp.IGCC.WinService.exe, Path: C:\Windows\System32\DriverStore\FileRepository\igcc_dch.inf_amd64_8660e4d6e8832471\OneApp.IGCC.WinService.exe
PID: 5216, Name: WhatsApp.exe, Path: C:\Program Files\WindowsApps\5319275A.WhatsAppDesktop_2.2504.2.0_x64__cv1g1gvanyjgm\WhatsApp.exe
PID: 5224, Name: LNBITSSvc.exe, Path: C:\Windows\System32\LNBITSSvc.exe
PID: 5284, Name: Discord.exe, Path: C:\Users\NANDHA GOPAL\AppData\Local\Discord\app-1.0.9186\Discord.exe
PID: 5292, Name: LenovoVantageService.exe, Path: C:\Program Files (x86)\Lenovo\VantageService\4.3.21.0\LenovoVantageService.exe
PID: 5304, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 5356, Name: RuntimeBroker.exe, Path: C:\Windows\System32\RuntimeBroker.exe
PID: 5404, Name: pwahelper.exe, Path: C:\Program Files (x86)\Microsoft\Edge\Application\pwahelper.exe
PID: 5504, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 5524, Name: servicehost.exe, Path: C:\Program Files\McAfee\WebAdvisor\servicehost.exe
PID: 5560, Name: WMIRegistrationService.exe, Path: C:\Windows\System32\DriverStore\FileRepository\mewmiprov.inf_amd64_b966ea70c5407e74\WMIRegistrationService.exe
PID: 5632, Name: MsMpEng.exe, Path: C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.25010.11-0\MsMpEng.exe
PID: 5664, Name: MpDefenderCoreService.exe, Path: C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.25010.11-0\MpDefenderCoreService.exe
PID: 5680, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 5688, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 5704, Name: splunkd.exe, Path: C:\Program Files\Splunk\bin\splunkd.exe
PID: 5728, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 5852, Name: msedgewebview2.exe, Path: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\133.0.3065.92\msedgewebview2.exe
PID: 5864, Name: splunkd.exe, Path: C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe
PID: 5876, Name: wslhost.exe, Path: C:\Program Files\WSL\wslhost.exe
PID: 5892, Name: FaceBeautify.exe, Path: C:\Program Files\Lenovo\Lenovo Smart Appearance Components\Components\SmartAppearanceAIService\FaceBeautify.exe
PID: 6036, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 6056, Name: conhost.exe, Path: C:\Windows\System32\conhost.exe
PID: 6108, Name: vmware-authd.exe, Path: C:\Program Files (x86)\VMware\VMware Workstation\vmware-authd.exe
PID: 6116, Name: vmware-usbarbitrator64.exe, Path: C:\Program Files (x86)\Common Files\VMware\USB\vmware-usbarbitrator64.exe
PID: 6156, Name: conhost.exe, Path: C:\Windows\System32\conhost.exe
PID: 6180, Name: LenovoPPM.exe, Path: C:\Windows\System32\drivers\LenovoPPM.exe
PID: 6236, Name: Discord.exe, Path: C:\Users\NANDHA GOPAL\AppData\Local\Discord\app-1.0.9186\Discord.exe
PID: 6404, Name: msedge.exe, Path: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
PID: 6408, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 6944, Name: ipf_helper.exe, Path: C:\Windows\System32\DriverStore\FileRepository\ipf_cpu.inf_amd64_7b0f1310c58d1db9\ipf_helper.exe
PID: 7060, Name: nessusd.exe, Path: C:\Program Files\Tenable\Nessus\nessusd.exe
PID: 7076, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 7272, Name: msedgewebview2.exe, Path: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\133.0.3065.92\msedgewebview2.exe
PID: 7276, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 7392, Name: LenovoVantage-(GenericTelemetryAddin).exe, Path: C:\Program Files (x86)\Lenovo\VantageService\4.3.21.0\LenovoVantage-(GenericTelemetryAddin).exe
PID: 7680, Name: sihost.exe, Path: C:\Windows\System32\sihost.exe
PID: 7736, Name: unsecapp.exe, Path: C:\Windows\System32\wbem\unsecapp.exe
PID: 7812, Name: msedge.exe, Path: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
PID: 7820, Name: conhost.exe, Path: C:\Windows\System32\conhost.exe
PID: 7852, Name: DAX3API.exe, Path: C:\Windows\System32\DriverStore\FileRepository\DAX3_S~2.INF\DAX3API.exe
PID: 8092, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 8096, Name: unsecapp.exe, Path: C:\Windows\System32\wbem\unsecapp.exe
PID: 8140, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 8172, Name: WmiPrvSE.exe, Path: C:\Windows\System32\wbem\WmiPrvSE.exe
PID: 8260, Name: pet.exe, Path: C:\Users\NANDHA GOPAL\.vscode\extensions\ms-python.python-2025.2.0-win32-x64\python-env-tools\bin\pet.exe
PID: 8580, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 8608, Name: msedge.exe, Path: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
PID: 8624, Name: conhost.exe, Path: C:\Windows\System32\conhost.exe
PID: 8672, Name: AutoModeDetect.exe, Path: C:\Windows\System32\AutoModeDetect.exe
PID: 8692, Name: conhost.exe, Path: C:\Windows\System32\conhost.exe
PID: 8736, Name: conhost.exe, Path: C:\Windows\System32\conhost.exe
PID: 8740, Name: taskhostw.exe, Path: C:\Windows\System32\taskhostw.exe
PID: 8744, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 8876, Name: SmartSenseController.exe, Path: C:\Windows\System32\DriverStore\FileRepository\lnvsst.inf_amd64_f352f4254b85e733\SmartSenseController.exe
PID: 8896, Name: uihost.exe, Path: C:\Program Files\McAfee\WebAdvisor\uihost.exe
PID: 8904, Name: conhost.exe, Path: C:\Windows\System32\conhost.exe
PID: 9488, Name: msedge.exe, Path: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
PID: 9616, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 9660, Name: msedge.exe, Path: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
PID: 9664, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 9700, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 9740, Name: msedgewebview2.exe, Path: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\133.0.3065.92\msedgewebview2.exe
PID: 9808, Name: gamingservices.exe, Path: C:\Program Files\WindowsApps\Microsoft.GamingServices_26.95.25001.0_x64__8wekyb3d8bbwe\gamingservices.exe
PID: 9992, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 10064, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 10080, Name: SDXHelper.exe, Path: C:\Program Files\Microsoft Office\root\Office16\SDXHelper.exe
PID: 10104, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 10180, Name: msedge.exe, Path: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
PID: 10212, Name: gamingservicesnet.exe, Path: C:\Program Files\WindowsApps\Microsoft.GamingServices_26.95.25001.0_x64__8wekyb3d8bbwe\gamingservicesnet.exe
PID: 10420, Name: msedge.exe, Path: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
PID: 10440, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 10560, Name: Discord.exe, Path: C:\Users\NANDHA GOPAL\AppData\Local\Discord\app-1.0.9186\Discord.exe
PID: 10608, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 10656, Name: dllhost.exe, Path: C:\Windows\System32\dllhost.exe
PID: 10768, Name: LenovoVantage-(LenovoServiceBridgeAddin).exe, Path: C:\Program Files (x86)\Lenovo\VantageService\4.3.21.0\LenovoVantage-(LenovoServiceBridgeAddin).exe
PID: 10820, Name: Code.exe, Path: C:\Users\NANDHA GOPAL\AppData\Local\Programs\Microsoft VS Code\Code.exe
PID: 11012, Name: BraveCrashHandler.exe, Path: C:\Program Files (x86)\BraveSoftware\Update\1.3.361.151\BraveCrashHandler.exe
PID: 11116, Name: BraveCrashHandler64.exe, Path: C:\Program Files (x86)\BraveSoftware\Update\1.3.361.151\BraveCrashHandler64.exe
PID: 11164, Name: explorer.exe, Path: C:\Windows\explorer.exe
PID: 11352, Name: crashpad_handler.exe, Path: C:\Program Files\Google\Play Games Services\25.3.177.0\Service\data\windows.assets\crashpad_handler.exe
PID: 11468, Name: splunk-perfmon.exe, Path: C:\Program Files\SplunkUniversalForwarder\bin\splunk-perfmon.exe
PID: 11724, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 11732, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 11788, Name: RuntimeBroker.exe, Path: C:\Windows\System32\RuntimeBroker.exe
PID: 11792, Name: StartMenuExperienceHost.exe, Path: C:\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe
PID: 11924, Name: dllhost.exe, Path: C:\Windows\System32\dllhost.exe
PID: 11948, Name: AggregatorHost.exe, Path: C:\Windows\System32\AggregatorHost.exe
PID: 12008, Name: SearchProtocolHost.exe, Path: C:\Windows\System32\SearchProtocolHost.exe
PID: 12036, Name: FnHotkeyCapsLKNumLK.exe, Path: C:\Windows\System32\DriverStore\FileRepository\lenovofnandfunctionkeys.inf_amd64_835bd694f1ef7154\FnHotkeyCapsLKNumLK.exe
PID: 12048, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 12280, Name: FnHotkeyUtility.exe, Path: C:\Windows\System32\DriverStore\FileRepository\lenovofnandfunctionkeys.inf_amd64_835bd694f1ef7154\FnHotkeyUtility.exe
PID: 12360, Name: Widgets.exe, Path: C:\Program Files\WindowsApps\MicrosoftWindows.Client.WebExperience_524.34401.20.0_x64__cw5n1h2txyewy\Dashboard\Widgets.exe
PID: 12440, Name: WidgetService.exe, Path: C:\Program Files\WindowsApps\Microsoft.WidgetsPlatformRuntime_1.6.1.0_x64__8wekyb3d8bbwe\WidgetService\WidgetService.exe
PID: 12660, Name: RuntimeBroker.exe, Path: C:\Windows\System32\RuntimeBroker.exe
PID: 12964, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 12968, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 13092, Name: SearchHost.exe, Path: C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\SearchHost.exe
PID: 13112, Name: msedgewebview2.exe, Path: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\133.0.3065.92\msedgewebview2.exe
PID: 13132, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 13164, Name: com.docker.backend.exe, Path: C:\Program Files\Docker\Docker\resources\com.docker.backend.exe
PID: 13176, Name: ApplicationFrameHost.exe, Path: C:\Windows\System32\ApplicationFrameHost.exe
PID: 13356, Name: NisSrv.exe, Path: C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.25010.11-0\NisSrv.exe
PID: 13360, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 13388, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 13636, Name: compsup.exe, Path: C:\Program Files\Splunk\bin\compsup.exe
PID: 13988, Name: BatteryWidgetHost.exe, Path: C:\ProgramData\Lenovo\Vantage\Addins\BatteryWidgetAddin\2.1.0.256\BatteryWidgetHost\BatteryWidgetHost.exe
PID: 14040, Name: Locator.exe, Path: C:\Windows\System32\Locator.exe
PID: 14088, Name: dllhost.exe, Path: C:\Windows\System32\dllhost.exe
PID: 14128, Name: dllhost.exe, Path: C:\Windows\System32\dllhost.exe
PID: 14232, Name: msedgewebview2.exe, Path: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\133.0.3065.92\msedgewebview2.exe
PID: 14252, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 14276, Name: ctfmon.exe, Path: C:\Windows\System32\ctfmon.exe
PID: 14640, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 14672, Name: conhost.exe, Path: C:\Windows\System32\conhost.exe
PID: 14680, Name: msedgewebview2.exe, Path: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\133.0.3065.92\msedgewebview2.exe
PID: 14912, Name: Code.exe, Path: C:\Users\NANDHA GOPAL\AppData\Local\Programs\Microsoft VS Code\Code.exe
PID: 14960, Name: SearchIndexer.exe, Path: C:\Windows\System32\SearchIndexer.exe
PID: 14980, Name: ShellExperienceHost.exe, Path: C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe
PID: 14996, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 15236, Name: splunk-winevtlog.exe, Path: C:\Program Files\SplunkUniversalForwarder\bin\splunk-winevtlog.exe
PID: 15356, Name: AppProvisioningPlugin.exe, Path: C:\ProgramData\Lenovo\Udc\Hosts\24.10.0.10\x64\AppProvisioningPlugin.exe
PID: 15420, Name: RuntimeBroker.exe, Path: C:\Windows\System32\RuntimeBroker.exe
PID: 15424, Name: python.exe, Path: C:\Users\NANDHA GOPAL\OneDrive\Desktop\practice\.venv\Scripts\python.exe
PID: 15504, Name: PhoneExperienceHost.exe, Path: C:\Program Files\WindowsApps\Microsoft.YourPhone_1.24121.85.0_x64__8wekyb3d8bbwe\PhoneExperienceHost.exe
PID: 15656, Name: conhost.exe, Path: C:\Windows\System32\conhost.exe
PID: 15784, Name: SecurityHealthSystray.exe, Path: C:\Windows\System32\SecurityHealthSystray.exe
PID: 15792, Name: SecurityHealthService.exe, Path: C:\Windows\System32\SecurityHealthService.exe
PID: 15908, Name: LenovoVantage-(SmartDisplayAddin).exe, Path: C:\Program Files (x86)\Lenovo\VantageService\4.3.21.0\LenovoVantage-(SmartDisplayAddin).exe
PID: 15952, Name: audiodg.exe, Path: C:\Windows\System32\audiodg.exe
PID: 15968, Name: RuntimeBroker.exe, Path: C:\Windows\System32\RuntimeBroker.exe
PID: 16140, Name: RuntimeBroker.exe, Path: C:\Windows\System32\RuntimeBroker.exe
PID: 16212, Name: LenovoVantage-(VantageCoreAddin).exe, Path: C:\Program Files (x86)\Lenovo\VantageService\4.3.21.0\LenovoVantage-(VantageCoreAddin).exe
PID: 16548, Name: Discord.exe, Path: C:\Users\NANDHA GOPAL\AppData\Local\Discord\app-1.0.9186\Discord.exe
PID: 16552, Name: dllhost.exe, Path: C:\Windows\System32\dllhost.exe
PID: 16660, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 16672, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 16704, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 16812, Name: mongod.exe, Path: C:\Program Files\Splunk\bin\mongod.exe
PID: 16920, Name: LenovoVantage-(GenericMessagingAddin).exe, Path: C:\Program Files (x86)\Lenovo\VantageService\4.3.21.0\LenovoVantage-(GenericMessagingAddin).exe
PID: 16972, Name: msedgewebview2.exe, Path: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\133.0.3065.92\msedgewebview2.exe
PID: 17040, Name: msedgewebview2.exe, Path: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\133.0.3065.92\msedgewebview2.exe
PID: 17200, Name: WmiPrvSE.exe, Path: C:\Windows\System32\wbem\WmiPrvSE.exe
PID: 17284, Name: msedgewebview2.exe, Path: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\133.0.3065.92\msedgewebview2.exe
PID: 17324, Name: msedgewebview2.exe, Path: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\133.0.3065.92\msedgewebview2.exe
PID: 17448, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 17648, Name: Docker Desktop.exe, Path: C:\Program Files\Docker\Docker\frontend\Docker Desktop.exe
PID: 17656, Name: identity.exe, Path: C:\Program Files\Splunk\var\run\supervisor\pkg-run\pkg-identity2960352888\identity.exe
PID: 17680, Name: conhost.exe, Path: C:\Windows\System32\conhost.exe
PID: 17828, Name: splunkd.exe, Path: C:\Program Files\Splunk\bin\splunkd.exe
PID: 17840, Name: msedge.exe, Path: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
PID: 17856, Name: LenovoVantage-(SettingsWidgetAddin).exe, Path: C:\Program Files (x86)\Lenovo\VantageService\4.3.21.0\LenovoVantage-(SettingsWidgetAddin).exe
PID: 17860, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 17908, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 18156, Name: python3.9.exe, Path: C:\Program Files\Splunk\bin\python3.9.exe
PID: 18200, Name: wslhost.exe, Path: C:\Program Files\WSL\wslhost.exe
PID: 18212, Name: Code.exe, Path: C:\Users\NANDHA GOPAL\AppData\Local\Programs\Microsoft VS Code\Code.exe
PID: 18252, Name: wslhost.exe, Path: C:\Program Files\WSL\wslhost.exe
PID: 18260, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 18344, Name: conhost.exe, Path: C:\Windows\System32\conhost.exe
PID: 18356, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
PID: 18468, Name: vmcompute.exe, Path: C:\Windows\System32\vmcompute.exe
PID: 18500, Name: msedge.exe, Path: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
PID: 18504, Name: Lenovo.Modern.ImController.PluginHost.Device.exe, Path: C:\Windows\Lenovo\ImController\PluginHost86\Lenovo.Modern.ImController.PluginHost.Device.exe
PID: 18848, Name: msedgewebview2.exe, Path: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\133.0.3065.92\msedgewebview2.exe
PID: 18912, Name: msedge.exe, Path: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
PID: 19376, Name: svchost.exe, Path: C:\Windows\System32\svchost.exe
